0	305	532
1	304	483
2	336	393
3	175	114
4	592	150
5	277	518
6	1018	230
7	267	305
8	651	100
9	608	140
10	596	111
11	541	183
12	558	126
13	1020	261
14	534	124
15	876	262
16	553	140
17	1102	198
18	1059	200
19	600	147
20	587	138
21	531	215
22	132	244
23	697	440
24	587	127
25	595	87
26	1061	301
27	661	164
28	757	99
29	739	253
30	553	328
31	969	288
32	157	190
33	749	294
